Series Name,Series Code,Country Name,Country Code,1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022]
GDP per capita (current US$),NY.GDP.PCAP.CD,Luxembourg,LUX,40066.7242518773,43933.235442736,51032.349635318,50444.3591236175,46641.6408754876,47445.3810812051,50872.4492684624,48659.5988753233,48440.1420151355,53005.7339209179,65689.3214536911,76544.9170868473,80988.1376230858,90788.8004876145,107475.320297978,120422.137934157,109419.746953106,110885.991378724,119025.057203467,112584.676270958,120000.14072986,123678.702143273,105462.012584423,106899.293549555,110193.213797229,116786.511654675,112621.821337402,117370.49690016,133590.146975586,126426.089934322
GDP per capita (current US$),NY.GDP.PCAP.CD,"Macao SAR, China",MAC,14881.606344962,16233.4064227887,17764.5463836043,17751.5364951796,17652.5897412089,16232.5263964313,15387.5287044496,15684.7795496765,15622.7030493852,16393.743049956,17828.9535981125,22381.9229586907,24886.5818865768,29637.7664463934,35782.8610863615,39745.7622158493,39754.9744937824,50676.3891928517,64528.3601407167,74111.6058242362,86853.4734232259,90873.6024865671,73220.6317344085,71919.0526699551,78985.632294577,84923.308755835,83183.4723863046,37646.4956527785,43873.4171613356,31617.5018997155
GDP per capita (current US$),NY.GDP.PCAP.CD,Madagascar,MDG,312.078933286749,262.146127899728,276.736802406185,344.464947237385,288.449380928042,288.635937581624,271.942982247426,285.46646330412,325.460301001383,310.929711019902,359.534384773296,277.507826538784,311.793126597148,330.52267005029,427.836329234942,522.830621850521,455.407373685484,459.375407998781,516.902539244045,504.173737790664,526.688019705349,517.136183197387,455.638034528182,464.616158414292,503.498058680237,512.543991518575,512.279665582666,462.40422880067,503.352081144811,505.035527643123
GDP per capita (current US$),NY.GDP.PCAP.CD,Malawi,MWI,293.782195437683,169.749198667115,201.101408581467,321.959634064692,368.67731165962,237.374330977016,235.510233830083,225.952455474545,217.2404722934,431.696660975605,386.317242013575,407.588990013244,417.102263364075,443.523675665125,478.028076481469,557.519009408402,630.109154083703,688.139191185368,769.052599195882,563.061539677727,501.19717297875,534.126977149089,544.276872378699,454.443266065248,500.165547203323,537.932204050438,584.362867276266,622.184591368491,633.609733286822,645.158692067185
GDP per capita (current US$),NY.GDP.PCAP.CD,Malaysia,MYS,3511.53262892184,3802.10762079454,4405.11676395634,4874.81972520082,4706.31491259882,3308.83565299935,3538.36299288587,4087.56259349384,3941.12266621369,4177.10494176499,4454.52676383656,4924.33811126582,5536.83797041246,6137.15060967476,7143.99944555912,8343.30254803955,7167.87737583247,8880.14603964288,10209.3719094019,10601.5109136826,10727.6705533054,11045.5809765322,9699.58490873216,9555.64733478683,9979.70475684195,11073.9785943006,11132.1034532052,10160.8293465592,11109.2652881747,11971.9275991535
GDP per capita (current US$),NY.GDP.PCAP.CD,Maldives,MDV,1311.46794590889,1411.6317228578,1545.22305649036,1707.02175913683,1889.02617595499,1972.62340436336,2118.72149469412,2209.98823138762,3028.05074796799,3069.03987217911,3539.80154726538,4060.53440515002,3789.23202385528,5010.16342385998,5746.64425772624,6743.1309608974,6719.33025725066,7158.06141101431,7409.33170427232,7447.41545439203,8222.55802191859,8872.12866368996,9434.31190964075,9640.31919054401,10063.0037101733,10823.6104831326,11118.5262346524,7282.37291624623,10366.2567800183,11817.5239328803
GDP per capita (current US$),NY.GDP.PCAP.CD,Mali,MLI,296.458014572103,214.36264566048,272.795032274573,274.422408550854,260.355966279296,274.974397345528,315.171467803299,263.498384233191,299.41217520987,326.966659292309,381.948546165632,427.717319738119,473.995047118814,506.911838801283,579.257140305165,676.127000487907,680.649958093456,688.327865548408,810.182556519339,753.392136831599,778.797053031814,818.430341598893,723.504204968944,750.051809022529,795.682802118529,856.35659593664,840.175746132551,822.90613752314,881.510088639799,833.297255208972
GDP per capita (current US$),NY.GDP.PCAP.CD,Malta,MLT,7296.31014355389,8000.51800452232,9171.061035149,9438.55732745403,9724.33796960323,10273.4518124025,10720.9058766396,11083.0127951665,11081.0080389931,11853.1897534799,13772.220724357,15243.159006577,15866.1421544241,16723.8776809978,19485.9506144632,22205.2827489016,21083.1259174108,21798.9029323123,23155.1148403386,22526.6557801467,24769.4496027657,26753.2601254783,24921.6778983872,25623.855626725,28823.3457592861,31566.3581092742,31506.5568445964,29196.9777453786,34218.2147417968,33940.9495961291
GDP per capita (current US$),NY.GDP.PCAP.CD,Marshall Islands,MHL,2032.13877084014,2168.35874799358,2371.30685180072,2150.9953820482,2114.39703579205,2111.94417274848,2123.6820596649,2127.24070522278,2257.25470016356,2417.39210217264,2411.29135852311,2442.07954441076,2533.56460606953,2633.28659976387,2773.41870535549,2712.37364352609,2810.53309200828,3001.31982926464,3238.88731570104,3445.31540332931,3611.69964168874,3672.68093377497,3703.64905889496,4153.11717602268,4507.622862229,4769.19045858792,5188.97111429082,5567.97272706332,6172.14506539834,6727.79956217374
GDP per capita (current US$),NY.GDP.PCAP.CD,Mauritania,MRT,825.793611794046,840.050239918469,878.750585609539,877.829798997212,834.043741711095,796.842514081106,757.809078542824,660.303851848479,632.214149995034,629.781909385572,711.382482153206,801.778683129563,974.657585946703,1272.08243396613,1378.21512139971,1610.23695679852,1418.94082489596,1646.13044745656,1919.45224803707,1850.38496774479,1929.77566068946,1715.38883792802,1562.72685253245,1579.19930100836,1634.64284512097,1749.95423645373,1839.96277798478,1868.46824831502,2166.04479650543,2190.70020547034
GDP per capita (current US$),NY.GDP.PCAP.CD,Mauritius,MUS,2973.79360834682,3197.33695772884,3599.55175136628,3899.44243452095,3646.637841694,3593.24156909307,3695.93368620497,3929.08173176636,3856.63074340861,4018.94889731864,4793.72247422093,5388.06251800308,5282.90005140873,5695.97531497804,6574.66352391952,8030.05242198701,7318.12640972422,8000.37643182154,9197.04299089459,9291.2363790748,9764.64402458295,10366.3551883371,9507.87133656424,9965.72521738767,10841.6846706773,11643.4605962124,11403.2528942201,9005.46202174274,9062.72247588818,10216.2947440415
GDP per capita (current US$),NY.GDP.PCAP.CD,Mexico,MEX,5778.90780858359,5976.49407452681,4002.15871829748,4487.26319003077,5370.24463838388,5555.71185686976,6230.69720074254,7232.91068093609,7613.14297753247,7650.93186425866,7120.37212084792,7525.4874609367,8321.85985639121,9125.3877388645,9719.9278639964,10119.8210567984,8104.92257319862,9399.96470859669,10341.5002378026,10376.0904951074,10865.6872912453,11076.1341141975,9753.40056232226,8875.08206876137,9434.37817948243,9857.00748742213,10145.1526279593,8654.99732516958,10045.676371041,11091.3054302538
GDP per capita (current US$),NY.GDP.PCAP.CD,"Micronesia, Fed. Sts.",FSM,1871.16853720645,1860.46084304142,2008.33242694511,1972.60188653699,1859.27042372653,1964.64373552591,1973.66392024314,2088.20954444136,2152.5252795941,2165.48682048718,2195.18715620947,2155.78169026723,2256.01135749054,2298.63645841833,2344.40346200197,2420.7490064763,2598.40360440538,2760.0113395546,2885.44124871393,3023.58544607879,2920.70086272777,2928.44878191958,2891.32210264749,3022.65362747328,3320.3549760029,3623.32933678299,3699.08151446862,3639.41269869588,3571.33676887856,3741.05776874774
GDP per capita (current US$),NY.GDP.PCAP.CD,Moldova,MDA,..,..,593.586592988924,575.145455139019,657.29213459795,578.734627562193,399.499818596336,440.538683980372,507.404076252819,570.799866188293,682.319095965299,897.178494749468,1034.39197746993,1183.02478439773,1531.21618929808,2110.55311796059,1898.43968295549,2436.7993586401,2941.36211874234,3044.80847876248,3321.04391689154,3289.16784588695,2749.91303825395,2847.63506882245,3454.95469039113,4156.95750022299,4404.95042249597,4376.24249318339,5235.63604416292,5562.61362534668
GDP per capita (current US$),NY.GDP.PCAP.CD,Monaco,MCO,82982.2080640678,87041.1734325223,99430.4966373123,98926.4731245015,88844.5389449191,91110.5225592034,89741.1668674476,81764.256804385,82410.8745091798,90152.9043838177,111308.706312219,127736.944746247,130818.950671754,143289.121309403,184626.729155692,204097.210001824,168922.740090728,161780.747483272,179369.293484024,165497.072205962,185055.487411959,195772.673042609,170338.600368097,174606.493834998,173611.784301022,194287.09331266,199382.781206882,182537.304600697,234317.084818276,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Mongolia,MNG,338.456552496364,402.265074762866,623.157455213889,570.937900470138,495.821891709157,467.513934444621,435.418494422327,463.853881903101,512.819469988285,559.827709012681,633.946559636492,784.912071951003,986.018041110446,1322.64067552776,1625.31847328834,2134.94983256711,1718.91402182752,2660.28817572742,3793.74365423533,4402.30452253522,4422.30087597824,4211.93943483306,3919.35121410276,3690.7567775547,3708.24822113607,4165.0228208175,4394.94715010112,4041.17414513165,4566.14013102675,4946.75481125723
GDP per capita (current US$),NY.GDP.PCAP.CD,Montenegro,MNE,..,..,..,..,..,..,..,1627.06499690495,1909.59870186179,2106.6350684523,2789.15906483509,3380.16512135859,3674.6179242797,4425.67887307803,5976.39414454596,7367.75190910882,6727.10776676969,6688.40268414302,7328.79046472761,6586.39868358391,7188.86244459578,7387.87103632246,6517.18961381857,7033.43800629458,7803.36257940837,8850.37840418683,8909.65333601178,7677.36914105517,9465.96640819442,9893.51590693197
GDP per capita (current US$),NY.GDP.PCAP.CD,Morocco,MAR,1217.42907714844,1348.5390625,1455.95031738281,1585.72277832031,1416.900390625,1658.47180175781,1627.13513183594,1492.37707519531,1500.36340332031,1590.4873046875,1936.09008789063,2177.798828125,2237.576171875,2433.21264648438,2751.42333984375,3180.17065429688,3118.1416015625,3067.85180664063,3302.453125,3164.00463867188,3377.6435546875,3430.53466796875,3139.22827148438,3132.9521484375,3288.50268554688,3492.67236328125,3498.58251953125,3258.10498046875,3795.38696289063,3527.94189453125
GDP per capita (current US$),NY.GDP.PCAP.CD,Mozambique,MOZ,192.135432605621,187.526265492852,185.953430089753,239.857404255013,281.377348760203,311.045574328158,344.701780424729,318.342688504828,296.28681420409,303.665687445718,328.528721315954,387.475724506116,422.642862444255,442.559054939767,491.098430155638,574.769743614101,531.026967149674,481.268196951352,605.273469969424,667.717789497342,672.203988558972,680.375300447653,594.226917756451,430.992945098065,462.699970143116,504.535826061786,508.163403756662,454.062364345564,491.83907494798,541.454425499229
GDP per capita (current US$),NY.GDP.PCAP.CD,Myanmar,MMR,67.2376778337817,90.26444814209,113.788168917253,132.638827315956,128.105719768877,103.626838073267,125.302257881552,150.407828858471,135.179705609143,131.467354134561,165.25869506597,198.376923858792,221.86590751011,246.692495457278,321.828348060028,472.260590479084,600.931617175435,765.241888636197,1086.83846738793,1161.30596207229,1195.93779969734,1238.72871010838,1224.5623682428,1161.86181771761,1175.20255456427,1274.91566321935,1295.20148745222,1477.45290479479,1210.5406876897,1095.70178954585
GDP per capita (current US$),NY.GDP.PCAP.CD,Namibia,NAM,2153.34218708903,2352.66164336073,2478.25373983049,2417.57786774925,2453.86675417332,2231.11440735455,2175.44939559899,2156.09014168741,1916.25589932504,1773.43161054304,2571.98234072065,3407.85091226224,3692.75279583402,4027.96170615871,4394.51754900563,4222.3263596888,4322.62935051041,5445.42006302741,5873.05938103204,6017.17848780818,5463.03136620996,5544.1038127905,4965.67282931154,4614.89217952266,5453.57062341501,5687.38118605248,5126.17614281673,4252.04180684509,4919.18895548026,4911.32763537761
GDP per capita (current US$),NY.GDP.PCAP.CD,Nauru,NRU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4644.35527446884,6328.0997350125,9675.95926383597,8825.97522077303,9063.00364136768,7587.25148547245,8528.62766313758,9361.0386655318,10985.8755528475,10316.5250416633,10124.7004971896,11632.6914902719,11913.6573290384
GDP per capita (current US$),NY.GDP.PCAP.CD,Nepal,NPL,172.096670144453,186.594263462982,197.30965047569,198.454465131663,211.561946544086,204.876506977866,208.491473758215,223.711891850609,240.705159164552,238.861254119722,246.48583783973,279.724200317908,309.31042005501,341.028140039374,386.529586362442,466.693379122712,475.63597612014,589.165434913038,791.225576713285,794.092559333496,809.384457748037,827.744704916142,882.307663457577,880.224893683469,1027.96547448918,1161.5343496196,1185.68231813605,1139.18989202387,1229.39420520705,1336.54604726414
GDP per capita (current US$),NY.GDP.PCAP.CD,Netherlands,NLD,23122.4107668645,24646.3143096269,29258.1343486211,29006.8094454171,26700.5371335926,27885.8083823465,28272.6432492539,26214.498549887,26896.5481111196,29343.2449960602,35750.9746630269,40436.6182310407,41994.7135305232,44900.9381441374,51799.2085521047,57879.9437553916,52722.2130568997,50999.7451168891,54230.3129029856,50070.1416045904,52198.8975607458,52900.5374153222,45193.4032187971,46039.105928411,48675.2223350217,53044.5324352244,52476.2732533318,52162.5701150397,57708.1112134322,55985.4034255707
GDP per capita (current US$),NY.GDP.PCAP.CD,New Caledonia,NCL,15297.0458715088,16037.0293297452,18721.057726879,18257.2150612844,16339.8072424105,17324.2505779863,17435.7454387402,16039.169170899,15174.2784312588,16885.8944039275,21817.3151125339,25770.5310800326,26861.6984352454,29604.0526339101,36864.857626378,37353.7372976145,35391.087865504,37494.8951551029,40697.6529400538,37294.0228133373,38503.2538471888,39675.5663122926,32428.5721129183,32286.9105568684,33874.9307617678,36495.1959858513,34934.5794941128,34700.9816157681,36668.4253519191,..
GDP per capita (current US$),NY.GDP.PCAP.CD,New Zealand,NZL,13094.1825062307,15279.9396250121,17399.9290205084,18794.436039393,17473.6546209909,14738.2710290485,15322.2238340267,13641.0178601057,13882.8665113182,16874.1874918196,21913.7081719961,25420.3372939324,27751.0654708859,26654.5932018985,32479.9817381467,31252.9625640673,28209.3623271229,33676.7741239925,38387.6270784076,39973.3807587223,42976.6495882584,44572.8987536626,38630.7265886928,40058.1961621466,42910.9728362488,43236.8866923404,42796.4305818389,41760.5947839997,49996.4206725811,48249.2640150011
GDP per capita (current US$),NY.GDP.PCAP.CD,Nicaragua,NIC,388.021851813989,835.236315157984,876.859859603988,895.262230933856,896.651839818152,931.795913449482,961.551521577843,996.89785199474,1025.10850978461,993.38411432576,999.885953957977,1075.99856237763,1158.88132263158,1223.08314801605,1323.8390540045,1493.90482138796,1438.096625196,1495.73377659921,1644.80150938502,1746.42128913138,1794.78256608089,1913.52132128269,2025.32726145896,2079.44552907512,2127.27765860035,1981.86316786346,1905.63831305189,1876.60737169569,2064.92511550317,2255.42598603695
GDP per capita (current US$),NY.GDP.PCAP.CD,Niger,NER,332.06221505586,204.149587269523,234.61960479997,237.014962631279,218.246144591652,243.51754973149,225.953507896157,192.87772578084,203.526488796105,223.352393023818,263.091231737437,281.325360056494,316.365647830517,331.103768040414,384.718345101102,472.178426897395,458.421889902541,471.612687756478,507.602495605198,525.047284446867,548.157849006161,560.754475310886,481.111301119154,497.036120778867,514.543268872382,567.330849192284,550.963543141805,564.821997328603,590.629481388087,533.028763819513
GDP per capita (current US$),NY.GDP.PCAP.CD,Nigeria,NGA,270.027528335572,320.825794244198,407.278295711885,460.324190248145,478.576943525489,467.939014177062,496.030737923954,565.305992623438,586.833061680748,733.538161512973,786.802409334717,992.745280113547,1250.40667526077,1652.15369043056,1876.41277665632,2227.78995171265,1883.88734830887,2280.11197852503,2504.87827884434,2728.02268335423,2976.75673612767,3200.95314600431,2679.55476480921,2144.77993839856,1941.87948520625,2125.83428239448,2334.02354308408,2074.61392802438,2065.74906750923,2184.42149316828
GDP per capita (current US$),NY.GDP.PCAP.CD,North Macedonia,MKD,1343.31528857667,1795.55310254129,2372.543692236,2327.73078693533,1959.56073782188,1875.81661587894,1915.39279938951,1861.89900722369,1823.02266789486,1989.13538295535,2440.47881471339,2795.89737460028,3072.67961163093,3362.97071622425,4079.39043397042,4841.25362163409,4584.71243091987,4577.68957570575,5098.09470097215,4728.31307850676,5241.05363860085,5495.73140012997,4861.55615984223,5149.58676436907,5450.49703529752,6108.73913136452,6070.38805358275,5965.45023195365,6694.64112581709,6591.4712922903
GDP per capita (current US$),NY.GDP.PCAP.CD,Northern Mariana Islands,MNP,..,..,..,..,..,..,..,..,..,16640.3151810477,16603.4600592311,16829.3972015911,15371.2423035132,14986.3760217984,14877.0816812054,15641.657782516,13933.6791923724,14772.4961635883,13880.4265041889,14247.7893007888,14806.0067892829,16044.4307312558,17665.1007493109,24054.9156122269,30751.6410731534,25862.7544529262,23687.2718520599,17302.9221368504,..,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Norway,NOR,27963.5829401628,29315.8750023094,34875.9428893152,37321.9259783095,36629.0265883133,34803.4749376875,36393.4249590075,38178.0561473638,38602.0944054332,43170.6716286708,50250.2115333175,57768.412430384,67047.1704558264,74434.1128098681,85502.7539315067,97503.5407803783,80347.1441583813,88163.2085931423,101221.813476644,102175.919298374,103553.840134417,97666.6951838749,74809.9658049898,70867.3609970749,76131.8384032764,82792.8427113304,76430.5889473338,68340.0181033702,90655.3910229392,106148.778627718
GDP per capita (current US$),NY.GDP.PCAP.CD,Oman,OMN,6029.87638806126,6054.74388400155,6352.82305853533,6913.14646205887,7052.69677045416,6139.73282520597,6742.82460298065,8321.39386651557,8191.51283162468,8380.03895178727,8896.90253020963,10030.4444262065,12357.7013911873,14533.7294232494,16151.275839059,22974.2773504319,17937.9795676859,22552.1990071233,24166.0963053624,24722.6388245874,23563.9405992228,23121.2063768559,18777.4330589162,17082.2061998982,17802.5751178049,19887.5743113149,19132.1522739094,16707.6230063214,19509.4664633867,25056.7948608378
GDP per capita (current US$),NY.GDP.PCAP.CD,Pakistan,PAK,412.675398322459,404.606871849832,455.507973154417,461.400209497922,441.754917706501,427.506327495099,420.682609110642,531.306496052198,499.218306168163,489.425527180022,549.87037697581,631.471170778428,688.500587937743,770.843339358325,837.631537927295,914.731489303734,884.44101417044,911.089996122843,1075.45102015496,1109.67873521456,1126.04077606401,1173.39230924409,1282.44302583998,1468.82207690892,1567.64061969895,1620.7425960251,1437.1658337701,1322.31478270271,1505.01019279459,1596.66266149236
GDP per capita (current US$),NY.GDP.PCAP.CD,Palau,PLW,..,..,..,..,..,..,..,7416.48078677887,7913.45067581198,8220.48763286484,7744.6277665996,8297.89521273924,9603.79708537139,9805.92282990978,10270.4585355778,10380.2690817715,9960.84138956762,10029.28802589,10795.5646929825,11835.3839295665,12418.8261724235,13580.0067430883,15761.3633809149,16743.376740009,16011.6611537815,15948.275862069,15567.0908684974,14016.2474961051,12083.8881491345,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Panama,PAN,3368.20278742197,3518.953402082,3524.8812713383,3561.29045759029,3775.57153627026,4012.05416513441,4121.56221968523,4099.00653989315,4084.2585357057,4163.52195937827,4304.10697986678,4629.02931602921,4953.12997978141,5385.56424337546,6205.82157550354,7197.11078610101,7618.43845900774,8124.55830734871,9403.43990821634,10767.2931788172,11932.2862205866,12837.2479584282,13669.5594424097,14382.2323819969,15185.9724813803,16156.0742942819,16472.8317548406,13293.3332050433,15491.2897902482,17357.6286293985
GDP per capita (current US$),NY.GDP.PCAP.CD,Papua New Guinea,PNG,1159.13976042936,1236.11058389273,1004.24969904848,1077.18850442602,995.197259515472,737.413721028004,653.408134121648,639.279199918609,540.673889592354,509.030491857518,580.59816717438,624.03532132549,748.735073405033,1245.47426268104,1379.12707100644,1635.03936399545,1578.96843728827,1879.24044384288,2303.82666052645,2653.09235802432,2578.49864720758,2742.25004998231,2502.07374624489,2332.6756636019,2495.14047352341,2584.32773832502,2593.77579783693,2446.08441340059,2644.53717330941,3020.26964580164
GDP per capita (current US$),NY.GDP.PCAP.CD,Paraguay,PRY,1652.8043214394,1750.93547791783,1968.35248659417,2077.4848286906,2068.20837812986,1880.89316502001,1758.26019288757,1728.34074341006,1630.1908460827,1361.24928059287,1436.76490433294,1776.93225816866,1960.51476554933,2426.41709770871,3194.26298162817,4360.42910071309,3920.18607347104,4702.91576988272,5772.99550988836,5621.24402638513,6435.82655022784,6629.4265185753,5861.38972416093,5759.01833315657,6136.05835430284,6242.96150239538,5807.83881414187,5353.34804464198,5959.44176327886,6153.05567679103
GDP per capita (current US$),NY.GDP.PCAP.CD,Peru,PER,1481.34098915924,1871.3921088991,2180.56663897168,2218.32174731966,2292.39651714831,2149.70106301576,1911.73501688306,1941.318259717,1925.97942030475,2003.97108061855,2126.13782387391,2393.66589710452,2702.23770075461,3123.32015935927,3572.36358879114,4184.88598248749,4164.97048299155,5047.2046433225,5826.83230656078,6475.71941703429,6697.18768268879,6614.83049889676,6180.11879937394,6163.86117862599,6676.3077877014,6912.10462268352,6955.88176963678,6063.62657980167,6635.46392344859,7125.8292350929
GDP per capita (current US$),NY.GDP.PCAP.CD,Philippines,PHL,938.762292374526,1081.43432065762,1222.29253128969,1334.10565630149,1294.11195754791,1000.00668971786,1123.16356191368,1073.26443619332,991.147982051369,1037.17479446569,1049.38648817817,1122.85552849997,1245.28659123518,1452.22141963138,1741.60350474062,1990.35614640542,1893.28162262767,2201.77681934472,2431.19996489492,2671.77753848888,2847.56795417743,2935.9285781194,2974.29692047629,3038.15204593606,3077.43443152814,3194.67270414955,3413.8490672059,3224.4228110466,3460.53940077621,3498.50981598253
GDP per capita (current US$),NY.GDP.PCAP.CD,Poland,POL,2497.13055936127,2874.83163555069,3686.84463901646,4147.46550145483,4123.14609577662,4518.10822630174,4398.07180472258,4501.47996121234,4991.24435799511,5207.12887879142,5701.63886301914,6681.31035976437,8021.54706395971,9035.53178753546,11254.3140875349,13995.7830962135,11525.9019684428,12504.2501856093,13776.389395702,13010.7569185983,13558.3425613478,14181.9501803099,12560.051419682,12378.8117640735,13815.499946254,15504.5089372145,15700.0135796738,15816.8204022734,17999.8322682985,18321.2808899533
GDP per capita (current US$),NY.GDP.PCAP.CD,Portugal,PRT,9534.6563637308,9977.31990905771,11781.3618502221,12185.0914010629,11575.5071124358,12199.206385024,12475.2917701476,11526.3720667968,11734.7649743954,12936.6928204482,15797.7821340276,18064.1580932987,18780.12751241,19839.4540499032,22811.0564844365,24949.0413566739,23151.2154130712,22520.642312405,23217.2954965209,20563.7136012629,21653.1959752226,22103.7009703317,19250.1065376852,19991.9724878811,21490.4298631042,23562.5545228187,23330.8172889316,22242.4064179716,24598.4727937544,24274.5165823077
GDP per capita (current US$),NY.GDP.PCAP.CD,Puerto Rico,PRI,10212.2767630564,10876.4188239898,11579.1849969985,12173.163688986,12817.6449621352,14304.4049868015,15220.9913420267,16192.1269719638,18123.1987019918,18731.4593897378,19557.1202492358,20988.9923326534,21959.322696986,22935.9411586313,23664.8823485096,24898.3345857045,25768.7258883384,26435.74878578,27278.8830499205,27944.7338937424,28513.1657351067,28981.4573305866,29763.4883013861,30627.1634017011,31108.7527508912,31615.0667918433,32916.866800639,31427.4291136799,32601.5656391821,35208.6371888414
GDP per capita (current US$),NY.GDP.PCAP.CD,Qatar,QAT,14724.2591753497,14728.7820222192,15797.6910390559,17116.832559522,20519.4093535576,17651.5455802225,20207.2255889136,27494.7713320186,25836.2707926738,27151.032498866,31440.2207124561,40792.2764702117,52468.4456475056,59978.86120736,64706.9899026035,79811.5977371757,60733.9817002272,73021.3097525035,92992.9971307452,98041.3622380894,97630.8255152088,93126.1494633822,66984.9102002396,58467.2355711087,59407.6980498883,66264.081168209,62827.3969543275,52315.6600783117,66838.3276414802,88046.3204155891
GDP per capita (current US$),NY.GDP.PCAP.CD,Romania,ROU,1158.05505828345,1323.03570839375,1650.05260499604,1633.01064354117,1577.3358267255,1852.55583902159,1599.9064889461,1659.92898538553,1825.19288905511,2119.85509684554,2679.40619290752,3494.99074296985,4618.00324387028,5757.53058978343,8360.33775916596,10435.2165994087,8548.04859012993,8397.80917311457,9560.15838000631,8930.72991164974,9497.20742687855,10031.3421526698,8976.95523628605,9404.38048702324,10727.9717457361,12494.4246355892,12957.9991142218,13047.457681178,14927.1168555732,15892.1185256988
GDP per capita (current US$),NY.GDP.PCAP.CD,Russian Federation,RUS,2930.67016601563,2662.10400390625,2665.77978515625,2643.92919921875,2737.57202148438,1834.86181640625,1330.75720214844,1771.59411621094,2100.3525390625,2377.52954101563,2975.123046875,4102.36474609375,5323.455078125,6920.19970703125,9101.2392578125,11635.2841796875,8562.82421875,10674.990234375,14311.064453125,15420.8583984375,15974.623046875,14095.646484375,9313.021484375,8704.89453125,10720.33203125,11287.3544921875,11536.2587890625,10194.44140625,12593.1572265625,15345.0966796875
GDP per capita (current US$),NY.GDP.PCAP.CD,Rwanda,RWA,249.410571145998,111.937304240527,227.458874710868,205.842129549077,241.505533173421,251.349687610647,269.305365947363,255.088225982301,239.124819785134,234.813747414194,249.555009872974,270.303031640811,325.024223691279,358.110853735226,427.419901790664,529.524269958173,564.97187526949,594.109511793169,650.936181967024,706.139033962179,704.423523628556,724.728681179813,733.822850390664,728.806677024971,756.547604942853,768.964130260141,806.128014394646,773.820557473379,821.228194072436,966.327110112571
GDP per capita (current US$),NY.GDP.PCAP.CD,Samoa,WSM,776.851911137018,1277.23377164919,1285.66700999362,1414.20208934935,1598.91802495479,1493.94508942329,1401.71588524453,1406.76568300557,1435.3451812614,1509.88661537285,1778.84200032418,2168.02795253135,2527.76283841797,2639.80566895345,3011.10080866752,3344.05455878019,3250.95309678248,3494.39528991814,3789.62647754408,3902.31216383906,3989.8982485629,3948.7287814226,4048.46705675448,4105.81068128252,4261.64051331162,4189.05221936817,4308.30145287685,4042.72271474144,3857.35668493835,3743.20567929219
GDP per capita (current US$),NY.GDP.PCAP.CD,San Marino,SMR,..,..,..,..,..,..,42004.9484008147,37473.7869829611,39415.1629432165,41770.1466183714,51198.4252583966,59249.6476815729,60520.7920361111,63692.6167681957,71970.0587250442,77962.1439875871,66200.6729727817,59516.3233991396,55815.2852608873,48433.5702997669,50435.367329687,50133.6065241633,42281.8112547926,43398.4285242172,44885.5178370475,48464.5246465877,47287.3983949924,45321.489222868,54982.4517157142,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Sao Tome and Principe,STP,..,..,..,..,..,..,..,..,519.295573207461,568.409673438844,663.920640230077,726.597728478282,843.95508462772,861.518236935832,878.135469920286,1080.55659219495,1054.41609083662,1079.68965436787,1244.27162469378,1319.90083269011,1551.19290457442,1754.6004708083,1571.4985399244,1688.37530288509,1805.52465051182,1950.62935180937,1991.73826385183,2161.31020078768,2360.54355385897,2404.25869314484
GDP per capita (current US$),NY.GDP.PCAP.CD,Saudi Arabia,SAU,7450.65879757365,7359.44849822227,7588.76123400684,8174.14160893037,8323.82669881484,7169.36647746783,7697.27068405676,8795.26059641872,8337.32272366096,8380.95929551377,9321.80387371676,10935.0165899837,13462.7630489265,14848.6020580308,15756.193622653,18944.8573494363,15064.6312806896,17958.9478313331,22441.571143891,24069.2033148131,23945.5123106892,23862.8011860096,20442.3660631613,19930.407543816,20910.4829617971,24175.5831237449,23405.7061087736,20398.0609873699,24160.6760455307,30436.2783034025
GDP per capita (current US$),NY.GDP.PCAP.CD,Senegal,SEN,898.912997455643,598.145419165552,732.836373156175,741.761664286619,667.453205719655,702.433693305448,695.552082508483,619.642123497551,654.840727133287,688.187480033309,840.358253787072,941.873791947815,1003.18719369279,1038.57909218166,1210.1674966254,1419.53090186872,1323.9712249327,1286.60496589073,1383.53911732143,1334.72591407482,1391.53219002002,1417.09498783186,1238.12639982031,1290.74997113225,1385.19921458889,1484.22706929232,1462.6783520711,1492.47590420334,1633.56011880605,1598.73599053078
